gene	transcript	exper_rep1	exper_rep2	exper_rep3	control_rep1	control_rep2	control_rep3
Ndufs7	uc007gci.1	1211.00	2069.00	718.97	1039.04	780.00	770.00
AK084265	uc008exg.1	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpra6	uc009hae.1	0.00	0.00	0.00	0.00	0.00	0.00
Trpc2	uc009iqi.1,uc009iqj.1,uc009iqk.1,uc009iql.1,uc009iqm.1,uc009iqn.1,uc009iqo.1,uc012fqr.1,uc012fqs.1	72.00	71.00	41.00	108.00	86.00	65.00
Pdik1l	uc008vep.2,uc008veq.3,uc008ver.1	117.00	124.00	62.00	205.00	143.04	115.00
Cyb561	uc007lxr.1,uc007lxs.1	89.00	117.00	64.00	301.00	195.00	213.00
5730416F02Rik	uc012hny.1	0.00	3.00	0.00	0.00	0.00	0.00
Olfr309	uc009iet.1	0.00	0.00	0.00	0.00	0.00	0.00
Exog	uc009saz.2,uc009sba.2,uc009sbb.2,uc012hcl.1	21.00	40.00	9.00	25.00	30.00	24.00
Tnmd	uc009uez.2	0.00	0.00	0.00	0.00	0.00	0.00
Mir376b	uc011ytp.1	0.00	0.00	0.00	0.00	0.00	0.00
Zfp282	uc009btk.1,uc009btl.1	61.00	69.00	42.00	125.00	57.00	82.00
Uxt	uc009sue.1,uc009suf.1	282.00	368.49	161.99	282.00	274.00	184.00
Xrn2	uc008msp.1,uc008msq.1,uc008msr.1,uc012cfl.1	425.00	463.00	227.00	785.89	492.00	573.08
Slc39a4	uc007wlb.1	129.00	292.00	75.00	391.00	198.00	211.00
DQ691147	uc029uam.1	0.00	0.00	0.00	0.00	0.00	0.00
2310005E17Rik	uc029scu.1	0.00	0.00	0.00	0.00	0.00	0.00
Dpf3	uc007odc.1,uc007odd.1,uc007ode.1	5.00	9.00	4.00	12.00	12.00	12.00
DQ685648	uc029uvr.1	0.00	0.00	0.00	0.00	0.00	0.00
Ggnbp1	uc008bfe.2,uc008bfh.2,uc029tbm.1	180.07	226.06	84.22	123.87	99.81	130.39
DQ699772	uc029rpd.1	0.00	0.00	0.00	0.00	0.00	0.00
Fuca2	uc007eku.1,uc007ekv.1,uc007ekw.1	106.00	124.95	66.00	187.00	125.00	121.00
DQ547919	uc009ecb.1	0.00	0.00	0.00	0.00	0.00	0.00
Cd300lb	uc007mga.1,uc007mgb.1	37.00	71.00	35.00	49.00	33.00	26.00
DQ714966	uc029ucp.1	0.00	0.00	0.00	0.00	0.00	0.00
EG545936	uc009fqn.1	0.00	0.00	0.00	0.00	0.00	0.00
Wdr24	uc008bcd.2	232.00	280.00	108.00	318.00	200.96	236.00
DQ719499	uc008yur.1	0.00	0.00	0.00	0.00	0.00	0.00
Mir187	uc008egs.2	0.00	0.00	0.00	0.00	0.00	0.00
Itm2a	uc009ucg.1	6.00	35.00	17.00	21.00	12.00	11.00
DQ719293	uc008lbk.1	0.00	0.00	0.00	0.00	0.00	0.00
Atp1b4	uc009szt.1,uc009szu.1	0.00	0.00	2.00	0.00	0.00	0.00
Cd209d	uc009kst.1,uc012fyv.1	0.00	1.00	1.00	1.00	0.00	1.00
4921511C04Rik	uc007arh.2,uc011wjp.1	3.00	1.00	0.00	0.00	0.00	1.00
Ddx25	uc012gqi.1	3.00	0.00	3.00	2.00	0.00	0.00
AK079912	uc009csb.1	0.00	0.00	5.00	0.00	0.00	0.00
Sstr4	uc008mtc.1	0.00	0.00	0.00	0.00	0.00	1.00
Abcd3	uc008reg.1	6954.00	7285.20	4032.00	12640.88	7512.39	8159.17
4930598F16Rik	uc029qsf.1	0.00	0.00	0.00	0.00	0.00	0.00
Eif4ebp2	uc007fga.1	436.00	319.92	258.00	1603.96	920.99	987.00
DQ725586	uc008mxu.1,uc008nca.2	0.00	0.00	0.00	0.00	0.00	0.00
Sectm1a	uc007mve.1,uc007mvf.1,uc007mvg.1	14.00	21.00	11.00	18.00	14.00	7.00
Tcf23	uc008wws.1	0.00	1.00	1.00	4.00	0.00	1.00
AK046351	uc008wnu.1	0.00	0.00	0.00	0.00	0.00	0.00
Fgfr1op	uc008aja.2,uc008ajb.2,uc008ajc.2	170.00	272.00	107.00	295.00	229.00	217.00
Pbld1	uc007fjs.1,uc007fjt.1,uc007fju.1	3595.27	4297.38	1930.85	5007.77	3106.23	3479.61
B4galt2	uc008ujb.2,uc012dju.2	2.00	7.00	2.00	4.00	6.00	3.00
DQ694222	uc007qkw.1	0.00	0.00	0.00	0.00	0.00	0.00
Phf19	uc008jjh.1,uc008jji.1	27.00	16.00	10.00	33.00	17.00	13.00
Tnfrsf12a	uc008asv.2,uc012alx.1	87.00	163.00	62.00	119.00	90.00	71.00
AB352479	uc012bri.2,uc029qmt.1,uc029rmm.1,uc029rqt.1,uc029tzr.1,uc029ukm.1,uc029upp.1,uc029vyp.1,uc029wta.1,uc029xjz.1	0.00	0.00	0.00	0.00	0.00	0.00
AK168184	uc009mng.1	1.00	3.00	0.00	4.00	2.00	1.00
DQ684929	uc008bhu.1	0.00	0.00	0.00	0.00	0.00	0.00
Glrx	uc007rfx.2	883.00	989.07	368.00	802.97	568.00	684.00
Poc5	uc007rmv.2,uc007rmw.2	49.00	41.00	22.00	75.00	55.00	61.00
AB352938	uc029vgt.1	0.00	0.00	0.00	0.00	0.00	0.00
Atp6v1a	uc007zgu.1,uc007zgv.1,uc007zgw.1	453.00	688.00	304.00	1181.00	725.00	748.00
Ubxn10	uc008vlb.1,uc008vlc.2,uc008vld.2	6.00	1.00	2.00	3.00	4.00	0.00
Vps29	uc008zlb.1,uc008zlc.1	537.07	701.00	264.00	753.00	618.00	383.00
Foxc2	uc012glx.1	0.00	1.00	2.00	4.00	2.00	0.00
Pgam2	uc007hxe.2	1.00	4.00	86.00	5.00	1.00	0.00
Hpdl	uc008uho.1	5.00	3.00	2.00	2.00	2.00	2.00
Gm14492	uc009kni.1	4.00	4.00	12.00	5.00	1.00	3.00
Olfr196	uc007zou.1	0.00	0.00	0.00	0.00	0.00	0.00
AK192600	uc029rqe.1	15.00	14.00	7.00	35.00	21.00	21.00
Ncf2	uc007czm.1	80.00	143.00	57.00	81.00	53.00	57.00
Zfp143	uc009jew.1,uc009jex.1,uc012fse.1	53.00	51.00	21.00	90.00	55.00	58.00
AK020496	uc007oak.1	0.00	0.00	0.00	0.00	0.00	0.00
Tdpoz2	uc008qfl.1	0.00	0.00	0.00	0.00	0.00	0.00
BC116202	uc029siw.1,uc029siy.1	0.00	0.00	0.00	0.00	0.00	0.00
Lims1	uc007fcz.2,uc007fda.2,uc007fdb.2,uc011xeb.1,uc011xec.1	180.00	223.00	127.00	417.01	233.00	262.00
DQ695530	uc007gmv.2,uc007gog.2	0.00	0.00	0.00	0.00	0.00	0.00
Klk14	uc009gni.2	0.00	0.00	0.00	0.00	0.00	0.00
Ppp2r1a	uc008aqi.1	727.00	983.00	339.00	1139.94	644.00	762.87
DQ689298	uc007olz.2	0.00	0.00	0.00	0.00	0.00	0.00
AK049295	uc008uwx.1	1.00	2.00	1.00	0.00	1.00	1.00
Tnfrsf14	uc008wci.1,uc008wcj.1	22.00	19.00	13.00	63.00	37.00	41.00
DQ717549	uc007gmg.1,uc007gpo.2	0.00	0.00	0.00	0.00	0.00	0.00
Zp3	uc008zzl.1	0.00	0.00	0.00	0.00	0.00	0.00
Rhd	uc008vft.2,uc008vfu.1	1.00	0.00	0.00	0.00	0.00	0.00
Mrpl12	uc007mta.1	3075.00	3950.82	1634.43	2104.02	1895.99	1607.00
2810021B07Rik	uc007poa.1	168.10	245.38	100.51	224.81	179.00	127.46
Ercc1	uc009fll.2,uc009flm.2	47.00	75.00	23.00	56.00	40.00	37.00
AK080083	uc008ebg.2	293.06	205.15	112.00	850.25	461.32	624.39
DQ697782	uc009ppz.2	0.00	0.00	0.00	0.00	0.00	0.00
Mlh3	uc007ogs.1,uc007ogt.1,uc011ypg.1	121.00	132.00	77.00	293.00	156.00	157.00
DQ716963	uc009eap.1	0.00	0.00	0.00	0.00	0.00	0.00
Hhipl2	uc012bop.1	30.00	40.00	18.00	31.00	9.00	14.00
DQ692519	uc009htf.2	0.00	0.00	0.00	0.00	0.00	0.00
AK140017	uc007rvt.1	0.00	0.00	0.00	0.00	0.00	0.00
Ovch2	uc009jbk.1	0.00	0.00	0.00	0.00	1.00	0.00
Calcb	uc009jih.2	0.00	0.00	0.00	0.00	0.00	0.00
AK021004	uc007vcu.1	0.00	0.00	0.00	0.00	0.00	0.00
Chst13	uc012eov.1	66.00	102.00	35.00	128.00	76.00	97.00
Gm9994	uc029qsc.1	0.00	0.00	0.00	0.00	0.00	1.00
Slc9a3r2	uc008axj.2,uc008axk.2,uc008axl.2	229.00	357.00	144.36	266.96	178.99	232.00
Olfr11	uc007pqw.1	0.00	0.00	0.00	0.00	0.00	0.00
2810429I04Rik	uc007pip.2,uc007piq.2,uc007pis.2,uc007pit.1	8.98	16.00	3.00	36.46	31.01	14.92
Olfr484	uc009jbz.1	0.00	0.00	0.00	0.00	0.00	0.00
Impdh1	uc009bda.1,uc009bdb.1,uc009bdc.1	45.00	76.00	29.00	57.00	29.00	40.00
Pgam5	uc008yqh.2,uc008yqi.2	175.00	305.00	134.00	336.00	241.00	225.00
BC125002	uc008dfi.1	0.00	0.00	0.00	1.00	0.00	0.00
Fli1	uc009orz.1	50.00	37.00	26.00	54.00	44.00	33.00
Rps6ka3	uc009usj.1,uc009usk.1	15.00	15.00	9.00	72.00	74.00	35.00
Hk1	uc007fgy.2,uc007fgz.2,uc007fha.1,uc011xeu.1,uc011xev.1,uc011xew.1,uc011xex.1,uc011xey.1,uc011xez.1,uc011xfa.1,uc011xfb.1	31.00	38.00	15.00	87.00	42.00	42.00
AK177800	uc029wwu.1	0.00	62.12	0.00	0.00	0.00	0.00
Thap3	uc008vyu.2,uc008vyv.2	136.00	170.00	61.00	118.00	98.00	109.00
Nop2	uc009dtn.2	204.00	261.00	107.00	296.00	174.00	177.00
Flcn	uc007jew.1,uc007jex.1,uc007jey.1	358.00	467.00	208.00	603.46	390.79	473.00
Mir1956	uc012cym.1	0.00	0.00	0.00	0.00	0.00	0.00
Pdia5	uc007zbl.1	879.99	650.06	316.00	952.00	609.00	701.00
DQ696536	uc029wyz.1	0.00	0.00	0.00	0.00	0.00	0.00
Csn2	uc008xyu.1,uc008xyv.1	0.00	0.00	0.00	0.00	0.00	0.00
Pax8	uc008ipb.1	0.00	0.00	1.00	9.00	3.00	2.00
AK136817	uc009izj.1	0.00	0.00	0.00	1.14	1.00	0.00
Rgn	uc009std.1	8970.88	10969.44	5139.51	15647.60	10232.43	12773.94
AB346786	uc029qpq.1,uc029qqi.1,uc029qrc.1,uc029ttl.1,uc029tum.1,uc029tve.1,uc029vpp.1	0.00	0.00	0.00	0.00	0.00	0.00
Krtap9-1	uc007ljv.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ727044	uc029whe.1	0.00	0.00	0.00	0.00	0.00	0.00
Zscan22	uc009fel.1,uc009fem.1,uc009fen.1,uc009feo.1	32.00	27.00	17.00	76.00	62.00	53.00
Pi4k2a	uc008hnf.1,uc008hng.1	601.67	669.46	333.64	1145.92	658.08	697.42
DQ556670	uc008zaj.2,uc008zaw.2	0.00	0.00	0.00	0.00	0.00	0.00
4933433H22Rik	uc029tkx.1	1.00	0.00	0.00	0.00	1.00	0.00
Nek8	uc007kih.2	116.00	113.00	54.35	97.00	54.00	63.00
Vwa3b	uc007are.1,uc007arf.1,uc011wjo.1	22.00	20.00	9.00	11.00	8.00	8.00
Olfr1209	uc008kqn.1	0.00	0.00	0.00	0.00	0.00	0.00
Epha1	uc009brc.1,uc009brd.1	360.61	374.86	185.00	676.00	406.00	515.00
Hdac2	uc007eve.1,uc007evf.1	210.00	208.00	127.00	358.05	194.00	251.00
Nos3	uc008wrd.2	48.90	50.96	19.00	55.56	30.00	41.97
Slc6a8	uc009tmf.2,uc009tmg.2,uc009tmh.2,uc009tmi.1,uc012hkg.1,uc012hkh.1	56.00	123.00	86.16	174.00	77.00	108.00
Fbxo40	uc007zdj.1,uc007zdk.1,uc007zdl.1	4.00	2.00	9.00	11.00	6.00	8.00
Npy6r	uc008euv.1	0.00	0.00	0.00	0.00	0.00	0.00
Mrps14	uc007def.1	459.00	728.20	246.01	466.00	398.15	368.00
Samd1	uc009mln.1	153.00	241.00	65.00	150.00	99.00	128.00
DQ564048	uc007oqr.2	0.00	0.00	0.00	0.00	0.00	0.00
Npffr2	uc008yan.1	0.00	0.00	0.00	0.00	0.00	0.00
Neurod2	uc009vai.1	0.00	0.00	0.00	0.00	0.00	0.00
Fam170a	uc008ewx.1,uc012bcz.1,uc012bda.1,uc012bdb.1	0.00	0.00	0.00	0.00	0.00	0.00
Tmc1	uc008gyo.1,uc008gyp.1,uc008gyq.1,uc008gyr.1	0.00	0.00	0.00	0.00	0.00	0.00
AB340945	uc029vpe.1	0.00	0.00	0.00	0.00	0.00	0.00
Mrto4	uc008vmd.1,uc008vme.1,uc012dns.1	300.00	479.77	226.00	291.00	219.00	193.00
AB337837	uc029rbv.1	0.00	0.00	0.00	0.00	0.00	0.00
Nup210l	uc008qbk.2,uc012css.1	2.00	0.00	0.00	2.00	2.00	0.00
Thbs3	uc008pyg.2	4.00	9.00	2.00	5.00	8.00	11.00
Tsr1	uc007kcm.1,uc007kcn.1,uc007kco.1,uc007kcp.1	91.72	117.30	74.79	325.15	224.34	204.67
Chrnb1	uc007jrq.2	4.00	11.00	3.00	8.00	11.00	6.00
AK076984	uc008ehr.1	26.00	16.00	20.00	84.00	50.00	34.00
AI607873	uc007dru.3,uc011www.2	86.46	94.39	59.62	174.01	113.00	107.00
Olfr683	uc009ixp.1	0.00	0.00	0.00	0.00	0.00	0.00
Ell2	uc007rfu.1,uc007rfv.1,uc007rfw.1	939.00	892.00	451.00	1510.00	1122.48	1325.00
Golgb1	uc007zdd.1,uc007zde.2,uc007zdh.2,uc012afj.1,uc012afk.1	588.00	475.00	210.00	1856.26	1000.00	902.00
Ypel2	uc007ktd.1	97.00	141.00	54.00	400.00	114.00	170.00
Pth2r	uc007bhu.1	0.00	0.00	0.00	0.00	0.00	0.00
miR-205	uc007eem.1	0.00	0.00	0.00	0.00	0.00	0.00
Rft1	uc007svm.1,uc007svn.1,uc011zhy.1,uc011zhz.1	313.99	336.58	162.00	366.00	281.00	295.00
Samd10	uc008omw.2,uc008omx.2,uc012cmt.2	20.65	32.00	17.00	24.60	15.00	11.00
Ociad1	uc008xss.2,uc008xst.2,uc008xsu.2,uc008xsv.2,uc012dxb.1	1415.00	1577.00	783.54	1744.00	1366.44	1250.02
Gtf2h4	uc008cig.1	165.00	220.00	89.00	175.00	141.00	182.00
Olfr1256	uc008ksa.1	0.00	0.00	0.00	0.00	0.00	0.00
4930455J16Rik	uc007quf.1	0.00	0.00	0.00	0.00	0.00	0.00
Ppapdc1b	uc009lgr.1,uc009lgs.1,uc009lgt.1,uc009lgu.1	352.00	361.00	153.00	320.00	191.68	252.00
Btbd1	uc009icn.1	431.00	497.00	254.00	853.00	518.00	530.00
Gm12171	uc011xts.1	0.00	0.00	0.00	0.00	0.00	0.00
Dpp4	uc008jvg.2,uc008jvh.2,uc008jvi.2	1005.00	896.12	518.00	2212.04	1304.99	1461.00
AK163016	uc008ilc.1	0.00	0.00	0.00	1.00	1.00	0.00
Mir450b	uc012hhj.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr727	uc007tkq.2	0.00	0.00	0.00	0.00	0.00	0.00
0610030E20Rik	uc009cig.2	296.45	308.82	145.09	683.09	478.09	516.12
Nrxn1	uc008dvz.2,uc008dwa.2,uc008dwb.1,uc008dwc.1,uc008dwd.1,uc008dwe.1,uc008dwf.1,uc008dwh.1,uc012ayq.1	51.45	41.00	31.32	90.02	44.00	68.16
DQ564081	uc007fii.2	0.00	0.00	0.00	0.00	0.00	0.00
Yaf2	uc007xir.2,uc007xis.2,uc007xit.2	295.04	402.00	195.00	395.00	350.00	280.00
Gm20554	uc011zbn.1	0.75	2.00	0.00	0.00	0.00	0.00
Kcnq3	uc007wab.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm884	uc007lvk.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfml1	uc009jbb.2	88.00	108.00	81.00	197.00	152.00	139.00
C030023E24Rik	uc012hie.1	0.00	0.00	0.00	0.00	0.00	0.00
Catsperb	uc007otl.2,uc011yqi.1	0.00	0.00	0.00	0.00	0.00	0.00
Galnt4	uc007gxj.2	183.00	132.00	71.00	465.00	250.43	325.00
Pou2f2	uc009frm.1,uc009frn.2,uc009fro.2,uc009frp.2,uc009frq.2,uc009frr.2,uc012ffp.1	16.00	14.00	7.00	35.00	21.00	26.00
Greb1l	uc008eas.1,uc008eat.1	5.00	0.00	1.00	8.00	3.00	3.00
Gm16596	uc007ozu.2,uc029rxw.1,uc029rxx.1	1.00	0.00	0.00	0.00	0.00	0.00
Pnoc	uc007uji.2,uc007ujj.2	0.00	0.00	0.00	0.00	0.00	0.00
Rpl24	uc007zlv.2	3388.70	4898.00	1793.99	3109.00	2656.00	1896.00
Gm13199	uc008ifw.1	5.00	4.00	1.00	3.00	5.00	2.00
Cat	uc008liw.2	29793.08	29974.17	15417.13	58921.23	32973.60	35460.11
Mrpl32	uc007pnj.1,uc007pnk.1	448.00	482.00	204.00	450.00	369.98	249.98
Pdxp	uc007wru.1	8.00	12.00	7.00	8.00	7.00	9.00
Atf6b	uc008cdh.2,uc012aqj.1	229.00	389.00	131.00	379.93	241.00	283.00
Gm9041	uc012atg.2	0.00	0.00	0.00	0.00	0.00	0.00
4930414N06Rik	uc008hqd.1	0.00	0.00	0.00	0.00	0.00	0.00
Vmn1r67	uc009fde.2	0.00	0.00	0.00	0.00	0.00	0.00
C130036L24Rik	uc011woj.1	8.00	6.00	4.00	3.96	8.35	5.00
Sh3bgrl2	uc009qwl.1,uc009qwm.1,uc012gxj.1	352.00	378.00	278.00	958.00	506.00	565.92
Olfr177	uc007zoh.1	0.00	0.00	0.00	0.00	0.00	0.00
AB347592	uc029wmb.1	0.00	0.00	0.00	0.00	0.00	0.00
Nkx6-2	uc012fvu.1	0.00	1.08	0.00	1.05	0.00	0.00
FJ541154	uc029xqs.1	0.00	0.00	0.00	0.06	0.00	0.00
Spata2	uc008nzs.1,uc008nzt.1,uc008nzu.1	132.00	141.00	67.00	265.00	138.00	185.00
DQ697304	uc029vqy.1	0.00	0.00	0.00	0.00	0.00	0.00
Rpl26	uc007joh.1	4818.90	4891.65	2111.27	3972.00	3807.88	2172.06
Scamp3	uc008pxw.1,uc008pxx.1,uc012csh.1	608.12	871.12	353.07	754.63	560.57	574.66
Emc7	uc008lpb.1,uc008lpc.1	833.41	1138.93	468.36	900.03	754.00	680.00
Gcnt1	uc008gxm.2,uc008gxn.2,uc012bjg.1	8.00	10.00	8.00	8.00	9.00	4.00
Fmod	uc007crd.1	5.00	26.00	18.00	28.00	16.00	7.00
AK014209	uc007ndg.1	0.00	0.00	0.00	3.32	0.00	0.00
Plxnb1	uc009rrz.2	470.00	454.04	227.00	1327.67	717.95	845.00
Med12l	uc008pig.1,uc008pih.1,uc008pii.2,uc008pit.2	8.88	11.71	4.39	32.48	10.31	17.92
DQ718653	uc008lev.2	0.00	0.00	0.00	0.00	0.00	0.00
Fam69b	uc008ivx.2,uc012bsn.1	5.27	10.00	5.01	8.85	5.45	3.18
Gm2694	uc009mqs.1	0.00	0.00	0.00	0.00	0.00	0.00
9130204L05Rik	uc008qdh.1	0.00	0.00	0.00	0.00	0.00	0.00
Pold2	uc007hxk.2	87.00	145.00	62.00	142.00	110.00	119.00
Cisd2	uc008rlk.2,uc008rll.1	607.00	826.00	350.00	870.00	793.00	535.00
DQ709812	uc007opz.2	0.00	0.00	0.00	0.00	0.00	0.00
Mcoln1	uc009krq.1	330.99	438.00	194.00	527.00	295.00	331.54
Prr11	uc007kth.2	4.00	2.00	1.00	8.00	2.00	5.00
5430421N21Rik	uc007xtj.2	0.00	0.00	0.00	0.00	0.00	0.00
Ppp1r12b	uc007csl.1,uc007csm.1,uc007csn.1,uc007cso.3	12.97	27.10	29.94	76.15	38.35	37.75
Vmn1r65	uc009fam.1	18.61	20.72	4.47	42.96	27.70	22.39
Slc13a3	uc008nxs.1,uc008nxt.1,uc012cji.1	221.00	298.00	157.91	1019.07	708.00	525.00
Cpa3	uc008osp.2	0.00	1.00	0.00	1.00	0.00	0.00
Rrnad1	uc008pth.2,uc008pti.2	153.78	174.44	70.36	213.87	135.44	127.67
Gpr25	uc011wsy.1	0.00	1.00	0.00	0.00	1.00	0.00
Tpd52	uc008oor.1,uc008oos.1,uc008oot.1,uc008oou.1,uc008oov.1	292.00	372.00	184.00	354.00	251.00	273.00
Scnn1a	uc009duk.2	178.53	167.00	58.00	458.00	243.01	349.00
DQ545285	uc008tcf.2	0.00	0.00	0.00	0.00	0.00	0.00
Insm1	uc008msh.2	0.00	1.00	1.00	1.00	0.00	2.00
Sars	uc008qza.2,uc008qzb.2,uc008qzc.2	555.00	803.00	350.00	871.00	530.00	635.00
BC056474	uc009mpi.1,uc009mpj.1	346.00	631.00	181.00	438.99	285.73	354.94
DQ708364	uc029uxm.1	0.00	0.00	0.00	0.00	0.00	0.00
Eif6	uc008nll.1,uc029uhr.1	753.00	1242.00	458.00	831.07	578.00	721.02
1700012A03Rik	uc009bgk.1,uc009bgl.1	0.00	0.00	0.00	0.00	0.00	0.00
Mesdc2	uc009idx.2,uc029wmq.1	339.00	436.00	217.93	428.00	350.00	321.13
Ier5	uc007dax.2	98.00	193.00	63.00	176.00	104.00	109.00
Rpl27a	uc009jdr.1	5723.86	6035.29	2439.75	3775.24	3594.92	2495.78
1700025F24Rik	uc007hee.1	0.00	0.00	0.00	0.00	0.00	0.00
Defa21	uc009lbj.2	0.00	0.00	0.00	0.00	0.00	0.00
Syt6	uc008qsy.1,uc008qsz.1,uc008qta.1,uc008qtb.1,uc008qtc.1,uc008qtd.1	0.00	0.00	0.00	0.00	0.00	0.00
AK016813	uc007itf.1	0.00	0.00	0.00	0.00	0.00	0.00
Ush2a	uc007ead.1,uc007eae.1,uc007eaf.1,uc007eag.1,uc007eah.1	4.00	0.00	1.00	0.00	0.00	0.00
Kcnk4	uc008gjj.1	4.00	1.02	0.00	2.00	1.00	0.00
DQ690558	uc029vkw.1	0.00	0.00	0.00	0.00	0.00	0.00
Speer4d	uc008wmr.1	0.00	0.00	0.00	0.00	0.00	0.00
4930404A05Rik	uc007zlj.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ542828	uc029ucx.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm1976	uc008dwr.2,uc008dws.2	5.00	11.00	8.00	6.00	6.00	10.00
Mgea5	uc008hrm.1,uc008hrn.1,uc008hrp.1,uc008hrq.1	479.29	565.52	265.08	1129.25	637.24	760.88
Calr3	uc009mfw.1,uc009mfx.1	30.00	36.00	11.00	45.00	23.00	26.00
DQ692763	uc008dhg.2	0.00	0.00	0.00	0.00	0.00	0.00
Nudt6	uc008par.1,uc008pas.1,uc008pat.1	146.00	165.00	94.00	193.53	131.00	120.00
Itgbl1	uc007vbu.2,uc011zqq.1	1.00	4.00	0.00	3.00	1.00	0.00
Ctdsp1	uc007blz.2	2043.97	2601.98	1021.97	3338.69	1880.03	2476.35
DQ718113	uc008bll.1	0.00	0.00	0.00	0.00	0.00	0.00
Pip5k1a	uc008qhw.1,uc008qhx.2,uc008qhy.2,uc008qhz.1	145.00	156.00	84.00	262.00	135.00	163.00
Kdelr2	uc009akh.2	997.00	1078.00	455.00	1311.05	868.87	1154.81
DQ569827	uc008mze.2,uc008ndn.2	0.00	0.00	0.00	0.00	0.00	0.00
Phgr1	uc008lso.2	0.00	0.00	0.00	0.00	0.00	0.00
D330041H03Rik	uc008avq.1,uc008avr.1,uc012amh.1	79.97	99.32	15.89	13.23	10.66	3.55
DQ696053	uc029qxp.1	0.00	0.00	0.00	0.00	0.00	0.00
Adamts7	uc009raa.1,uc009rab.1,uc012gyg.1,uc012gyh.1,uc012gyi.1	29.00	44.00	19.00	140.00	69.00	102.00
Pnmal2	uc009fio.2	1.00	5.00	1.00	4.00	1.00	1.00
Eif4e2	uc007bwj.1,uc007bwk.1,uc007bwl.1,uc007bwm.1,uc007bwn.1	608.73	786.99	337.60	800.25	651.47	505.38
Zfp606	uc009feb.2,uc009fec.2,uc012eza.1	81.00	108.00	39.00	158.00	87.00	82.00
AK137525	uc007kpo.1	2.00	0.00	0.00	3.19	0.00	1.00
DQ722591	uc029vwn.1	0.00	0.00	0.00	0.00	0.00	0.00
Hapln3	uc009hxy.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ687848	uc008dhq.2	0.00	0.00	0.00	0.00	0.00	0.00
Chtf18	uc008bbk.2	6.00	4.00	3.00	1.00	8.00	4.00
AK006576	uc007unr.1	2.00	1.00	0.00	8.00	2.00	3.00
Mir547	uc012hjd.1	0.00	0.00	0.00	0.00	0.00	0.00
Crhbp	uc007rmk.2,uc011zcz.1	0.00	0.00	0.00	0.00	0.00	0.00
Zscan18	uc009fef.1,uc009feg.2	1.00	1.00	1.00	3.00	1.00	3.00
DQ685866	uc029rvq.1	0.00	0.00	0.00	0.00	0.00	0.00
AK139826	uc007qxd.1	1.00	3.00	0.00	5.96	3.00	1.95
ENSMUSG00000058934	uc007gqu.1	10.00	19.00	4.01	5.00	10.00	9.28
Atp8b5	uc008spj.1,uc008spk.1,uc008spl.1,uc012dcz.1	7.00	28.00	5.00	15.00	12.00	9.00
Pou3f4	uc009ucv.1	0.00	0.00	0.00	0.00	0.00	0.00
Hs6st1	uc007apn.2	1149.00	1161.00	609.00	2781.96	1530.10	2246.03
Rab27b	uc008fnz.1,uc008foa.1,uc012beo.1,uc012bep.1	4.00	10.00	3.00	17.00	11.00	15.00
Mucl1	uc029svl.1,uc029svm.1	0.00	0.00	0.00	0.00	0.00	0.00
Sdha	uc007rfa.1	3469.05	4003.29	1924.00	8618.74	4445.02	5410.75
Mir2136	uc012gzl.1	0.00	0.00	0.00	0.00	0.00	0.00
Pm20d1	uc007cnt.2,uc029qtg.1	673.00	653.00	382.99	2030.01	1175.00	1261.91
AK134755	uc009gnj.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ567356	uc009qli.2	0.00	0.00	0.00	0.00	0.00	0.00
Ptma	uc007bvp.1	3761.49	5024.18	2320.74	4866.16	3401.80	3645.33
Adh1	uc008rnf.1	17797.62	26859.90	11174.23	23782.11	14651.90	18646.76
Tgm2	uc008npr.1,uc008nps.1,uc008npt.1	1011.03	1342.99	638.00	2666.00	1496.91	1780.71
3830431G21Rik	uc007obf.2,uc007obg.2	1.00	0.00	1.00	2.00	0.00	3.00
Osmr	uc007vdt.2,uc007vdu.2,uc007vdv.2,uc011zrc.1	39.99	37.00	17.00	95.00	42.03	45.00
AK006653	uc009vft.1,uc029xxz.1,uc029xyd.1	0.00	0.00	0.00	0.00	0.00	0.00
Pla1a	uc007zew.1	302.00	447.38	192.00	581.01	439.00	421.00
mKIAA0614	uc029voa.1	85.41	80.19	19.94	80.47	18.44	61.40
Vmn2r58	uc012fit.1	0.00	0.00	0.00	0.00	0.00	0.00
Decr2	uc008bdg.1	5769.15	6070.05	3000.20	6168.60	4291.98	4292.66
Nudt22	uc008gjz.1	101.00	143.00	48.00	92.00	60.00	67.66
Olfr911-ps1	uc009owq.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm19689	uc029tkw.1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2w1	uc012efv.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ563380	uc008slg.1	0.00	0.00	0.00	0.00	0.00	0.00
Crisp4	uc007aki.1,uc007akj.1,uc007akk.1	0.00	0.00	0.00	0.00	0.00	0.00
